Incident_ID,CI_Name,CI_Cat,CI_Subcat,Impact,Urgency,Priority,Category,Status,No_of_Reassignments,Handle_Time_hrs,Closure_Code,Open_Time
IM0004244,SUB941,network,File Server,5,2,4,request,closed,4,571.69,Other,2012-04-01 00:00:00
IM0004245,SUB136,database,File Server,4,4,2,incident,in-progress,8,3083.41,Other,2013-08-15 00:00:00
IM0004246,SUB880,database,Network Switch,2,2,3,incident,open,12,314.62,Pending,2013-08-20 00:00:00
IM0004247,SUB254,database,Web Application,5,1,4,incident,open,13,3906.58,Other,2014-03-13 00:00:00
IM0004248,SUB042,subapplication,Web Application,5,2,4,incident,in-progress,21,1538.59,Other,2014-01-10 00:00:00
IM0004249,SUB140,network,File Server,3,1,2,incident,open,27,1410.4,Resolved,2014-03-08 00:00:00
IM0004250,SUB683,network,File Server,5,4,1,incident,closed,24,2807.51,Pending,2012-01-16 00:00:00
IM0004251,SUB225,subapplication,Email Service,5,2,3,request,open,5,889.47,Other,2013-11-29 00:00:00
IM0004252,SUB576,database,Email Service,1,3,3,incident,closed,17,1939.66,Pending,2012-05-26 00:00:00
IM0004253,SUB158,storage,File Server,2,1,3,request,closed,11,1742.11,Other,2012-11-12 00:00:00
IM0004254,SUB730,storage,Network Switch,5,4,5,incident,closed,22,1809.72,Resolved,2013-07-08 00:00:00
IM0004255,SUB754,database,Web Application,4,2,2,incident,closed,13,3524.98,Resolved,2014-10-26 00:00:00
IM0004256,SUB726,storage,File Server,3,1,3,incident,open,11,1900.87,Other,2013-12-25 00:00:00
IM0004257,SUB799,server,Email Service,4,4,1,incident,open,21,2966.64,Resolved,2014-10-30 00:00:00
IM0004258,SUB305,network,Network Switch,5,2,4,request,in-progress,16,400.99,Resolved,2014-05-04 00:00:00
IM0004259,SUB819,storage,File Server,3,5,2,incident,in-progress,14,625.11,Resolved,2013-07-11 00:00:00
IM0004260,SUB450,subapplication,File Server,5,1,2,request,closed,10,3890.16,Resolved,2014-05-03 00:00:00
IM0004261,SUB352,database,File Server,5,5,1,incident,in-progress,27,3992.45,Resolved,2012-09-07 00:00:00
IM0004262,SUB900,network,Email Service,1,1,5,request,open,20,649.5,Resolved,2014-06-20 00:00:00
IM0004263,SUB111,network,Web Application,1,4,3,request,closed,9,1782.02,Resolved,2012-02-05 00:00:00
IM0004264,SUB807,server,Email Service,4,4,1,incident,in-progress,3,3457.01,Resolved,2014-09-14 00:00:00
IM0004265,SUB756,subapplication,File Server,2,4,2,request,closed,17,2211.39,Other,2013-05-14 00:00:00
IM0004266,SUB735,server,SQL Server,5,4,5,incident,closed,23,2009.96,Pending,2014-09-26 00:00:00
IM0004267,SUB113,subapplication,Web Application,3,2,1,request,closed,25,1726.83,Other,2012-04-23 00:00:00
IM0004268,SUB234,storage,Email Service,5,4,3,incident,closed,23,1116.87,Other,2014-07-02 00:00:00
IM0004269,SUB687,server,Network Switch,3,1,3,incident,closed,22,3251.09,Resolved,2012-01-30 00:00:00
IM0004270,SUB419,network,File Server,2,1,4,request,closed,29,2115.2,Pending,2014-06-02 00:00:00
IM0004271,SUB487,storage,Email Service,4,2,4,request,closed,4,2015.42,Other,2014-11-01 00:00:00
IM0004272,SUB357,network,Email Service,3,3,3,request,in-progress,5,3366.23,Other,2014-01-03 00:00:00
IM0004273,SUB299,storage,SQL Server,5,4,3,request,closed,4,1679.21,Pending,2012-07-14 00:00:00
IM0004274,SUB903,network,Network Switch,4,5,1,request,in-progress,7,610.55,Other,2013-05-20 00:00:00
IM0004275,SUB950,database,Email Service,5,4,5,incident,open,8,3422.78,Other,2012-08-01 00:00:00
IM0004276,SUB044,network,SQL Server,2,4,4,incident,in-progress,18,3920.06,Pending,2014-03-10 00:00:00
IM0004277,SUB341,storage,Web Application,3,5,5,incident,in-progress,3,3515.03,Pending,2013-08-12 00:00:00
IM0004278,SUB065,network,File Server,4,1,1,request,in-progress,12,2677.66,Pending,2014-07-19 00:00:00
IM0004279,SUB461,server,Network Switch,4,5,4,incident,in-progress,13,3234.55,Pending,2012-12-01 00:00:00
IM0004280,SUB174,database,Web Application,5,1,1,incident,in-progress,14,1954.33,Resolved,2014-03-25 00:00:00
IM0004281,SUB214,network,Email Service,1,3,5,request,open,28,2386.15,Other,2014-11-08 00:00:00
IM0004282,SUB881,server,File Server,5,1,2,request,open,26,1106.45,Resolved,2014-01-06 00:00:00
IM0004283,SUB483,server,Web Application,2,5,3,request,in-progress,12,658.08,Pending,2014-05-10 00:00:00
IM0004284,SUB814,subapplication,Email Service,2,4,5,request,closed,5,3622.61,Pending,2014-07-01 00:00:00
IM0004285,SUB658,storage,Email Service,2,2,1,request,closed,7,3247.53,Other,2012-06-14 00:00:00
IM0004286,SUB447,storage,SQL Server,3,1,1,incident,open,13,799.01,Other,2013-10-12 00:00:00
IM0004287,SUB121,network,File Server,5,2,5,incident,open,0,1399.83,Resolved,2014-04-08 00:00:00
IM0004288,SUB399,storage,File Server,4,2,3,incident,open,15,581.46,Other,2014-07-31 00:00:00
IM0004289,SUB454,subapplication,Network Switch,1,2,5,request,open,29,154.07,Other,2012-09-30 00:00:00
IM0004290,SUB697,database,Network Switch,3,4,4,request,closed,17,3158.95,Pending,2013-03-01 00:00:00
IM0004291,SUB847,subapplication,SQL Server,1,4,2,incident,in-progress,0,203.85,Resolved,2014-07-25 00:00:00
IM0004292,SUB636,subapplication,SQL Server,4,2,5,request,in-progress,22,76.98,Resolved,2013-11-15 00:00:00
IM0004293,SUB514,database,Network Switch,2,5,3,request,in-progress,9,808.01,Pending,2013-08-30 00:00:00
IM0004294,SUB315,storage,SQL Server,3,1,2,request,open,17,3336.73,Pending,2014-05-04 00:00:00
IM0004295,SUB874,storage,Email Service,2,3,2,incident,in-progress,15,1353.71,Resolved,2013-09-02 00:00:00
IM0004296,SUB179,storage,SQL Server,2,1,4,incident,closed,1,1460.73,Other,2013-06-29 00:00:00
IM0004297,SUB544,database,Network Switch,4,2,5,request,closed,24,1931.56,Resolved,2014-04-12 00:00:00
IM0004298,SUB247,network,SQL Server,3,3,5,incident,open,1,2039.3,Pending,2013-10-16 00:00:00
IM0004299,SUB192,database,Web Application,1,3,2,incident,in-progress,26,3562.35,Pending,2013-01-31 00:00:00
IM0004300,SUB731,storage,Email Service,1,4,2,request,in-progress,5,1923.3,Pending,2014-05-31 00:00:00
IM0004301,SUB280,database,SQL Server,4,4,1,incident,open,30,2967.18,Resolved,2013-01-17 00:00:00
IM0004302,SUB187,network,Web Application,3,3,2,request,closed,17,3493.14,Resolved,2014-12-28 00:00:00
IM0004303,SUB460,server,File Server,3,1,3,incident,open,29,3592.19,Pending,2013-02-15 00:00:00
IM0004304,SUB823,network,Web Application,3,2,3,request,in-progress,20,3023.16,Resolved,2013-04-17 00:00:00
IM0004305,SUB830,server,SQL Server,2,2,3,incident,closed,27,213.93,Pending,2012-05-13 00:00:00
IM0004306,SUB206,subapplication,Web Application,1,5,1,request,closed,27,1213.08,Resolved,2014-05-17 00:00:00
IM0004307,SUB766,server,Web Application,5,4,3,request,open,24,2959.24,Pending,2013-12-29 00:00:00
IM0004308,SUB725,subapplication,SQL Server,2,4,1,incident,open,24,703.84,Pending,2014-12-20 00:00:00
IM0004309,SUB923,server,File Server,3,4,4,incident,in-progress,13,1340.73,Pending,2012-05-10 00:00:00
IM0004310,SUB639,storage,Email Service,3,3,4,incident,open,3,1241.33,Pending,2014-03-24 00:00:00
IM0004311,SUB237,subapplication,SQL Server,4,4,3,request,open,26,1333.69,Resolved,2013-12-30 00:00:00
IM0004312,SUB304,storage,SQL Server,2,1,1,incident,open,1,193.69,Pending,2012-03-06 00:00:00
IM0004313,SUB900,storage,Email Service,4,5,5,request,open,18,3446.02,Pending,2012-09-17 00:00:00
IM0004314,SUB748,storage,Network Switch,2,5,5,request,open,10,748.41,Resolved,2013-04-14 00:00:00
IM0004315,SUB045,server,Web Application,4,4,5,request,closed,30,3023.71,Pending,2014-11-29 00:00:00
IM0004316,SUB005,database,Network Switch,2,2,5,incident,in-progress,6,1479.89,Pending,2013-09-24 00:00:00
IM0004317,SUB203,server,SQL Server,1,3,5,request,open,28,2158.29,Resolved,2012-10-07 00:00:00
IM0004318,SUB392,database,File Server,1,1,4,incident,open,16,2056.53,Pending,2014-09-10 00:00:00
IM0004319,SUB809,network,Network Switch,5,3,1,request,closed,17,2165.35,Resolved,2014-08-21 00:00:00
IM0004320,SUB715,database,Web Application,4,5,4,request,closed,10,54.77,Resolved,2014-08-30 00:00:00
IM0004321,SUB513,server,Network Switch,3,3,5,request,in-progress,19,1673.67,Resolved,2012-07-25 00:00:00
IM0004322,SUB940,storage,SQL Server,3,5,5,incident,closed,12,2233.41,Other,2012-11-29 00:00:00
IM0004323,SUB144,database,Email Service,5,2,1,incident,closed,2,724.76,Pending,2012-04-08 00:00:00
IM0004324,SUB802,storage,SQL Server,1,1,4,request,in-progress,29,3747.26,Resolved,2014-05-19 00:00:00
IM0004325,SUB983,network,SQL Server,4,1,4,request,closed,5,1035.25,Other,2013-08-30 00:00:00
IM0004326,SUB423,storage,Web Application,5,5,1,incident,open,28,1991.69,Resolved,2012-09-01 00:00:00
IM0004327,SUB968,storage,SQL Server,3,3,4,request,in-progress,2,1774.24,Other,2013-05-02 00:00:00
IM0004328,SUB271,database,Email Service,2,4,1,request,closed,26,1891.74,Other,2014-03-03 00:00:00
IM0004329,SUB106,server,SQL Server,2,2,2,request,in-progress,3,2650.35,Pending,2013-03-15 00:00:00
IM0004330,SUB322,server,Web Application,2,3,5,incident,open,17,2250.12,Other,2014-02-07 00:00:00
IM0004331,SUB239,storage,SQL Server,4,3,1,incident,in-progress,3,2866.9,Resolved,2012-03-09 00:00:00
IM0004332,SUB760,network,Email Service,3,2,5,incident,in-progress,18,2685.95,Other,2013-07-06 00:00:00
IM0004333,SUB764,server,Network Switch,1,5,1,incident,in-progress,20,3227.92,Resolved,2013-03-06 00:00:00
IM0004334,SUB336,storage,Web Application,4,2,3,incident,closed,6,3675.07,Other,2014-03-04 00:00:00
IM0004335,SUB262,database,Web Application,1,1,5,request,open,2,1796.64,Other,2012-01-19 00:00:00
IM0004336,SUB647,database,Network Switch,3,3,4,incident,open,4,1028.52,Resolved,2012-04-21 00:00:00
IM0004337,SUB796,server,Email Service,3,3,2,request,open,17,3184.03,Resolved,2013-03-30 00:00:00
IM0004338,SUB005,server,Web Application,4,3,5,request,open,10,3690.57,Resolved,2014-12-02 00:00:00
IM0004339,SUB827,subapplication,Web Application,2,3,2,incident,closed,29,2953.53,Other,2012-11-01 00:00:00
IM0004340,SUB632,subapplication,File Server,4,2,3,request,open,6,1985.74,Resolved,2013-02-22 00:00:00
IM0004341,SUB148,subapplication,File Server,2,4,1,request,open,20,3906.78,Pending,2013-06-22 00:00:00
IM0004342,SUB487,storage,SQL Server,3,2,3,incident,closed,17,2874.68,Other,2014-01-31 00:00:00
IM0004343,SUB295,server,Network Switch,4,1,5,request,in-progress,12,2746.59,Resolved,2012-08-20 00:00:00
IM0004344,SUB242,server,Email Service,5,1,1,request,open,3,2290.91,Pending,2012-02-17 00:00:00
IM0004345,SUB935,storage,Web Application,4,2,4,request,closed,7,684.69,Resolved,2014-12-06 00:00:00
IM0004346,SUB138,subapplication,File Server,3,4,5,incident,in-progress,8,3979.23,Other,2014-05-27 00:00:00
IM0004347,SUB267,server,Network Switch,4,5,3,request,closed,26,2897.71,Resolved,2014-05-21 00:00:00
IM0004348,SUB667,server,Web Application,5,2,4,incident,in-progress,14,958.33,Resolved,2013-01-03 00:00:00
IM0004349,SUB952,database,Network Switch,1,1,4,request,open,3,186.9,Pending,2013-01-16 00:00:00
IM0004350,SUB894,network,Email Service,4,4,5,request,closed,6,3326.25,Other,2014-04-30 00:00:00
IM0004351,SUB563,database,SQL Server,5,5,2,request,in-progress,24,296.73,Resolved,2013-08-30 00:00:00
IM0004352,SUB059,server,Web Application,4,5,1,incident,open,9,1862.11,Pending,2012-12-26 00:00:00
IM0004353,SUB549,storage,Network Switch,2,5,2,request,in-progress,8,2330.45,Pending,2014-05-07 00:00:00
IM0004354,SUB948,storage,Network Switch,2,3,2,incident,in-progress,23,48.97,Resolved,2012-11-04 00:00:00
IM0004355,SUB752,network,Web Application,1,2,5,incident,closed,21,2315.26,Other,2012-03-20 00:00:00
IM0004356,SUB116,server,SQL Server,2,2,1,incident,in-progress,13,719.82,Pending,2014-10-17 00:00:00
IM0004357,SUB211,subapplication,Email Service,3,2,4,incident,in-progress,0,2333.64,Other,2013-08-05 00:00:00
IM0004358,SUB918,server,Email Service,4,4,3,request,closed,6,2587.72,Pending,2014-04-19 00:00:00
IM0004359,SUB001,database,File Server,1,2,1,incident,closed,20,2696.83,Other,2014-04-28 00:00:00
IM0004360,SUB301,storage,Network Switch,2,5,3,incident,closed,17,505.76,Resolved,2012-12-07 00:00:00
IM0004361,SUB614,network,File Server,5,2,4,request,in-progress,0,1221.6,Other,2012-03-12 00:00:00
IM0004362,SUB838,database,File Server,1,5,3,request,closed,11,1158.72,Pending,2014-04-24 00:00:00
IM0004363,SUB176,server,File Server,5,5,2,incident,open,18,1452.51,Pending,2013-03-23 00:00:00
IM0004364,SUB686,database,SQL Server,1,2,1,incident,closed,2,1923.83,Other,2012-05-23 00:00:00
IM0004365,SUB001,server,SQL Server,5,3,2,request,in-progress,15,2716.54,Other,2014-03-08 00:00:00
IM0004366,SUB236,server,SQL Server,2,3,1,incident,in-progress,12,2259.24,Other,2014-01-29 00:00:00
IM0004367,SUB288,subapplication,File Server,2,3,2,incident,closed,14,3515.24,Pending,2014-05-08 00:00:00
IM0004368,SUB571,subapplication,SQL Server,4,4,4,incident,open,8,3860.43,Resolved,2012-10-20 00:00:00
IM0004369,SUB213,storage,Web Application,3,1,1,request,open,30,3221.58,Other,2014-06-13 00:00:00
IM0004370,SUB754,database,Network Switch,4,2,2,incident,open,23,2227.51,Pending,2013-06-15 00:00:00
IM0004371,SUB149,subapplication,Network Switch,2,4,2,request,open,14,2163.27,Other,2014-04-16 00:00:00
IM0004372,SUB688,database,Email Service,4,1,2,incident,closed,10,3878.3,Other,2012-03-27 00:00:00
IM0004373,SUB893,server,Network Switch,1,5,1,incident,closed,27,2193.66,Other,2012-12-05 00:00:00
IM0004374,SUB496,network,File Server,5,4,4,incident,open,23,3127.89,Other,2012-12-29 00:00:00
IM0004375,SUB851,server,SQL Server,4,3,4,request,open,16,2120.22,Resolved,2013-06-11 00:00:00
IM0004376,SUB772,storage,Network Switch,2,1,3,request,in-progress,2,3515.84,Pending,2014-09-04 00:00:00
IM0004377,SUB122,subapplication,Web Application,3,2,3,request,open,9,738.06,Pending,2014-08-21 00:00:00
IM0004378,SUB945,server,Email Service,3,4,3,incident,closed,2,725.78,Resolved,2013-11-11 00:00:00
IM0004379,SUB197,subapplication,Web Application,4,3,5,incident,open,2,2456.52,Pending,2012-01-07 00:00:00
IM0004380,SUB652,server,SQL Server,2,5,2,request,in-progress,6,3558.49,Other,2012-09-13 00:00:00
IM0004381,SUB013,subapplication,Network Switch,2,1,4,incident,open,18,2088.45,Other,2012-06-06 00:00:00
IM0004382,SUB373,storage,Web Application,3,5,3,incident,closed,13,1722.34,Resolved,2014-08-15 00:00:00
IM0004383,SUB323,network,SQL Server,3,5,5,request,closed,30,3282.17,Other,2014-12-19 00:00:00
IM0004384,SUB975,network,Web Application,5,2,2,incident,closed,1,3262.16,Pending,2012-05-29 00:00:00
IM0004385,SUB562,storage,SQL Server,4,1,4,incident,open,30,1503.1,Resolved,2012-01-09 00:00:00
IM0004386,SUB843,server,Network Switch,5,3,3,request,closed,6,2697.33,Other,2014-07-08 00:00:00
IM0004387,SUB393,storage,Email Service,3,4,4,request,open,23,1683.95,Other,2012-07-10 00:00:00
IM0004388,SUB454,server,SQL Server,5,4,1,incident,open,7,3243.77,Pending,2012-07-24 00:00:00
IM0004389,SUB287,server,SQL Server,1,4,3,request,closed,29,2898.24,Other,2012-10-23 00:00:00
IM0004390,SUB071,subapplication,Email Service,5,1,4,incident,in-progress,3,1625.29,Resolved,2012-09-17 00:00:00
IM0004391,SUB243,storage,Email Service,1,5,5,request,open,5,383.03,Other,2012-01-26 00:00:00
IM0004392,SUB044,storage,Web Application,1,5,1,request,in-progress,4,2007.52,Other,2014-06-25 00:00:00
IM0004393,SUB304,storage,Network Switch,4,3,3,request,closed,6,562.89,Pending,2012-08-07 00:00:00
IM0004394,SUB434,network,Email Service,5,5,3,incident,closed,1,1921.74,Other,2012-11-16 00:00:00
IM0004395,SUB796,storage,Web Application,5,5,2,request,closed,3,2567.21,Other,2014-03-31 00:00:00
IM0004396,SUB825,subapplication,Web Application,4,4,5,incident,open,14,3567.25,Resolved,2014-09-24 00:00:00
IM0004397,SUB168,server,File Server,1,1,4,incident,closed,13,3071.8,Pending,2014-10-12 00:00:00
IM0004398,SUB211,server,Web Application,2,5,1,incident,closed,6,2388.15,Pending,2013-12-27 00:00:00
IM0004399,SUB501,database,Web Application,5,4,5,incident,open,10,2968.89,Pending,2012-04-04 00:00:00
IM0004400,SUB267,storage,Web Application,4,2,1,incident,open,3,1400.24,Pending,2013-02-13 00:00:00
IM0004401,SUB314,storage,File Server,3,3,3,request,open,10,3764.79,Pending,2014-12-02 00:00:00
IM0004402,SUB537,database,File Server,4,1,1,incident,open,11,1247.14,Resolved,2014-10-25 00:00:00
IM0004403,SUB164,subapplication,Email Service,5,2,3,request,closed,27,769.07,Resolved,2014-03-27 00:00:00
IM0004404,SUB570,server,Network Switch,2,2,2,incident,closed,23,1835.6,Other,2012-11-18 00:00:00
IM0004405,SUB110,storage,Email Service,3,4,5,request,closed,15,131.3,Other,2014-04-06 00:00:00
IM0004406,SUB911,server,Email Service,1,4,5,request,in-progress,29,499.68,Resolved,2014-03-02 00:00:00
IM0004407,SUB409,network,Network Switch,1,4,4,request,open,2,1482.83,Resolved,2014-04-18 00:00:00
IM0004408,SUB598,network,Email Service,4,1,3,incident,open,14,553.86,Other,2012-10-12 00:00:00
IM0004409,SUB814,database,Web Application,3,4,4,incident,open,1,2264.79,Pending,2014-01-21 00:00:00
IM0004410,SUB543,storage,Email Service,3,5,3,incident,open,4,3153.09,Other,2012-03-12 00:00:00
IM0004411,SUB990,server,File Server,1,5,1,request,open,10,3947.5,Other,2012-09-26 00:00:00
IM0004412,SUB130,network,SQL Server,4,5,4,request,in-progress,13,3976.71,Other,2014-01-04 00:00:00
IM0004413,SUB956,storage,Web Application,2,1,2,request,open,20,3070.63,Pending,2012-05-08 00:00:00
IM0004414,SUB549,subapplication,Web Application,5,2,2,request,in-progress,7,3759.65,Resolved,2012-11-21 00:00:00
IM0004415,SUB183,storage,SQL Server,1,2,3,incident,open,14,1497.46,Resolved,2013-12-11 00:00:00
IM0004416,SUB433,network,Network Switch,2,4,5,request,in-progress,6,2376.44,Pending,2013-10-12 00:00:00
IM0004417,SUB727,database,File Server,3,2,3,request,in-progress,16,594.75,Resolved,2013-09-02 00:00:00
IM0004418,SUB799,database,Network Switch,5,2,1,request,open,12,1687.55,Resolved,2014-04-20 00:00:00
IM0004419,SUB511,storage,Network Switch,3,4,1,incident,open,30,3850.01,Resolved,2012-12-13 00:00:00
IM0004420,SUB150,network,Web Application,4,4,2,incident,in-progress,1,2582.89,Pending,2013-03-29 00:00:00
IM0004421,SUB639,database,File Server,3,3,2,incident,in-progress,14,628.82,Resolved,2013-05-11 00:00:00
IM0004422,SUB991,subapplication,Network Switch,5,5,5,incident,open,16,339.84,Resolved,2013-08-19 00:00:00
IM0004423,SUB122,server,Network Switch,1,1,1,incident,open,6,2504.71,Pending,2013-03-10 00:00:00
IM0004424,SUB726,network,File Server,5,1,5,incident,open,4,3428.39,Pending,2014-07-25 00:00:00
IM0004425,SUB682,server,File Server,4,2,1,incident,open,27,2751.62,Resolved,2013-08-23 00:00:00
IM0004426,SUB781,subapplication,Email Service,3,1,4,incident,open,20,447.5,Pending,2014-09-01 00:00:00
IM0004427,SUB789,subapplication,Web Application,5,2,3,request,in-progress,1,1410.29,Resolved,2012-04-20 00:00:00
IM0004428,SUB134,server,Email Service,3,2,2,request,in-progress,11,3793.15,Other,2013-05-03 00:00:00
IM0004429,SUB278,subapplication,SQL Server,3,4,3,request,open,0,1408.44,Other,2012-04-09 00:00:00
IM0004430,SUB550,subapplication,SQL Server,2,3,1,incident,in-progress,21,2279.3,Other,2014-10-10 00:00:00
IM0004431,SUB644,subapplication,Email Service,3,2,1,request,open,30,2260.08,Resolved,2012-11-08 00:00:00
IM0004432,SUB593,database,File Server,1,3,2,incident,open,18,1511.4,Resolved,2012-02-04 00:00:00
IM0004433,SUB465,storage,Network Switch,2,4,4,request,closed,24,681.6,Resolved,2012-03-10 00:00:00
IM0004434,SUB239,storage,Web Application,3,3,5,request,open,1,3851.34,Other,2012-06-01 00:00:00
IM0004435,SUB271,network,File Server,2,2,5,request,closed,20,918.05,Pending,2012-10-19 00:00:00
IM0004436,SUB016,network,Network Switch,4,4,5,request,closed,23,2702.59,Resolved,2012-09-21 00:00:00
IM0004437,SUB078,server,Web Application,3,2,2,request,closed,27,3972.67,Other,2013-05-16 00:00:00
IM0004438,SUB195,storage,Network Switch,2,1,2,incident,closed,10,648.61,Pending,2012-03-01 00:00:00
IM0004439,SUB057,database,Network Switch,2,2,1,incident,open,14,591.24,Other,2014-02-11 00:00:00
IM0004440,SUB133,database,File Server,4,1,2,request,in-progress,13,608.31,Resolved,2014-08-16 00:00:00
IM0004441,SUB366,storage,Network Switch,5,3,3,incident,in-progress,26,371.89,Pending,2012-08-24 00:00:00
IM0004442,SUB789,database,SQL Server,1,1,4,request,open,4,830.76,Resolved,2014-11-14 00:00:00
IM0004443,SUB774,storage,Email Service,1,1,2,request,in-progress,28,2972.99,Other,2012-03-19 00:00:00
IM0004444,SUB185,subapplication,File Server,3,1,3,request,open,29,250.78,Pending,2013-02-27 00:00:00
IM0004445,SUB665,storage,File Server,4,2,3,request,closed,14,1945.84,Resolved,2012-05-31 00:00:00
IM0004446,SUB658,network,File Server,3,4,3,incident,open,8,614.84,Pending,2013-11-16 00:00:00
IM0004447,SUB208,subapplication,Email Service,3,1,2,incident,in-progress,10,3537.58,Pending,2014-01-30 00:00:00
IM0004448,SUB833,network,File Server,2,1,3,incident,closed,20,1569.43,Resolved,2013-02-20 00:00:00
IM0004449,SUB245,server,Web Application,5,5,5,request,open,9,2217.46,Resolved,2012-12-10 00:00:00
IM0004450,SUB726,database,File Server,2,5,1,incident,closed,0,444.79,Pending,2014-11-01 00:00:00
IM0004451,SUB784,database,SQL Server,1,4,1,incident,open,12,1640.6,Other,2012-05-20 00:00:00
IM0004452,SUB997,database,SQL Server,5,5,5,request,open,2,808.64,Resolved,2013-12-23 00:00:00
IM0004453,SUB588,server,File Server,4,2,4,request,in-progress,2,220.24,Other,2013-04-01 00:00:00
IM0004454,SUB852,network,SQL Server,5,5,3,request,open,18,1856.52,Pending,2012-06-18 00:00:00
IM0004455,SUB222,network,SQL Server,4,1,3,incident,open,7,1636.95,Resolved,2013-06-07 00:00:00
IM0004456,SUB652,storage,SQL Server,1,1,1,incident,in-progress,26,2309.42,Resolved,2013-08-05 00:00:00
IM0004457,SUB102,database,Web Application,1,5,2,request,in-progress,6,1098.21,Pending,2012-06-27 00:00:00
IM0004458,SUB317,server,File Server,3,3,2,incident,open,22,398.23,Resolved,2014-06-16 00:00:00
IM0004459,SUB258,storage,SQL Server,1,2,4,incident,closed,0,2327.81,Other,2013-11-15 00:00:00
IM0004460,SUB381,storage,SQL Server,1,3,4,request,open,25,1942.84,Other,2014-02-09 00:00:00
IM0004461,SUB488,database,Network Switch,2,1,5,incident,closed,1,3574.99,Pending,2014-12-29 00:00:00
IM0004462,SUB981,subapplication,Web Application,4,4,3,incident,open,20,1303.14,Resolved,2012-09-25 00:00:00
IM0004463,SUB608,network,Web Application,3,5,3,incident,open,20,1778.55,Resolved,2013-11-19 00:00:00
IM0004464,SUB316,server,Web Application,1,3,1,request,closed,3,1045.69,Other,2012-01-24 00:00:00
IM0004465,SUB841,server,Email Service,5,3,4,incident,closed,20,1139.78,Other,2012-09-04 00:00:00
IM0004466,SUB061,server,Email Service,5,5,3,request,in-progress,29,1171.41,Pending,2013-07-05 00:00:00
IM0004467,SUB783,database,Email Service,4,3,3,request,closed,4,3346.25,Resolved,2012-05-11 00:00:00
IM0004468,SUB694,database,Network Switch,5,3,5,request,in-progress,22,3603.99,Other,2012-09-10 00:00:00
IM0004469,SUB353,network,Web Application,1,1,2,incident,closed,17,1610.58,Pending,2012-11-13 00:00:00
IM0004470,SUB663,subapplication,SQL Server,1,3,1,incident,closed,22,218.37,Pending,2014-04-18 00:00:00
IM0004471,SUB822,network,Email Service,4,5,4,incident,closed,9,36.74,Resolved,2012-11-06 00:00:00
IM0004472,SUB100,database,File Server,4,1,3,incident,in-progress,13,2517.47,Pending,2014-05-07 00:00:00
IM0004473,SUB839,subapplication,Email Service,2,3,3,request,closed,8,364.84,Resolved,2014-02-07 00:00:00
IM0004474,SUB269,server,Web Application,5,1,2,incident,in-progress,15,212.01,Pending,2014-03-03 00:00:00
IM0004475,SUB672,storage,Network Switch,3,3,4,incident,open,2,1736.54,Pending,2014-02-24 00:00:00
IM0004476,SUB060,network,Email Service,5,5,5,request,closed,11,1602.21,Resolved,2013-05-23 00:00:00
IM0004477,SUB126,network,Network Switch,5,1,1,request,closed,12,3925.72,Other,2013-04-10 00:00:00
IM0004478,SUB684,network,SQL Server,3,3,5,request,open,30,2415.51,Resolved,2013-07-19 00:00:00
IM0004479,SUB985,subapplication,Email Service,4,4,3,request,closed,15,909.46,Other,2012-01-21 00:00:00
IM0004480,SUB747,server,Network Switch,1,3,2,incident,in-progress,26,3879.09,Other,2014-08-08 00:00:00
IM0004481,SUB396,server,File Server,5,2,5,incident,closed,5,3710.53,Other,2014-08-02 00:00:00
IM0004482,SUB727,network,Network Switch,4,1,3,incident,in-progress,16,3830.31,Other,2014-02-24 00:00:00
IM0004483,SUB093,network,Network Switch,5,1,2,request,open,2,1879.92,Pending,2012-01-28 00:00:00
IM0004484,SUB122,server,Email Service,5,4,3,request,in-progress,20,177.53,Other,2013-09-20 00:00:00
IM0004485,SUB455,server,Network Switch,4,4,1,request,closed,23,559.63,Other,2013-12-09 00:00:00
IM0004486,SUB033,server,Network Switch,2,5,5,request,in-progress,8,1762.93,Pending,2014-01-10 00:00:00
IM0004487,SUB716,server,Email Service,4,4,1,request,open,19,2352.99,Other,2014-08-27 00:00:00
IM0004488,SUB673,database,Email Service,4,2,4,incident,open,23,2541.82,Resolved,2012-10-24 00:00:00
IM0004489,SUB525,database,Web Application,1,3,2,incident,open,14,1801.14,Resolved,2012-04-10 00:00:00
IM0004490,SUB549,database,Web Application,3,2,3,incident,in-progress,27,1963.79,Resolved,2012-01-30 00:00:00
IM0004491,SUB572,server,Email Service,1,2,1,request,open,24,1070.86,Other,2014-02-13 00:00:00
IM0004492,SUB967,subapplication,File Server,3,1,1,request,open,9,2281.26,Pending,2014-05-26 00:00:00
IM0004493,SUB072,storage,Email Service,5,3,1,request,open,15,1649.26,Pending,2013-06-03 00:00:00
IM0004494,SUB405,storage,SQL Server,1,4,1,request,open,10,2685.1,Pending,2014-03-05 00:00:00
IM0004495,SUB309,subapplication,File Server,4,3,1,incident,in-progress,0,2868.79,Other,2014-09-12 00:00:00
IM0004496,SUB828,database,Network Switch,2,4,2,request,in-progress,6,2173.81,Other,2013-04-15 00:00:00
IM0004497,SUB445,server,Network Switch,2,1,1,incident,closed,16,473.95,Resolved,2012-10-17 00:00:00
IM0004498,SUB059,network,Network Switch,4,4,4,request,in-progress,8,712.79,Resolved,2013-05-23 00:00:00
